Familia,Tipo,Institucion,Promedio,Minima,Maxima,Desviación,Moda
Médicos y dentistas,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Médicos y dentistas,Credito,Stripe,3.6,2.4,3.6,0.07,3.6
Médicos y dentistas,Credito,Clip,3.6,2.7,3.6,0.0,3.6
Médicos y dentistas,Debito,Banregio,0.85,0.02,1.7,0.56,1.7
Médicos y dentistas,Debito,EVO,1.43,1.15,2.59,0.22,1.4
Médicos y dentistas,Debito,Mifel,1.73,0.0,2.5,0.64,1.95
Médicos y dentistas,Debito,Fiserv,1.73,1.15,3.0,0.36,1.55
Médicos y dentistas,Debito,Inbursa,1.79,0.0,1.9,0.18,1.9
Médicos y dentistas,Debito,Getnet,1.89,1.15,3.5,0.61,1.5
Médicos y dentistas,Debito,Bzpay,2.07,1.35,3.0,0.49,1.8
Médicos y dentistas,Debito,Velpay,2.15,1.15,2.9,0.53,1.8
Médicos y dentistas,Debito,Bansí,2.39,1.15,2.5,0.38,2.5
Médicos y dentistas,Debito,Azteca,2.4,0.0,2.5,0.35,2.5
Médicos y dentistas,Debito,Mercado Pago,2.77,1.25,3.5,0.82,1.69
Médicos y dentistas,Debito,Cyborgbeat,2.9,2.9,2.9,0.0,2.9
Médicos y dentistas,Debito,Espiral,3.25,2.99,3.5,0.26,3.5
Médicos y dentistas,Debito,EMS,3.35,1.99,3.95,0.76,3.95
Médicos y dentistas,Debito,PayU Digicuenta,3.46,2.4,3.5,0.16,3.5
Médicos y dentistas,Debito,Pocket,3.48,1.25,3.5,0.17,3.5
Médicos y dentistas,Debito,Paypal,3.5,2.9,3.5,0.01,3.5
Médicos y dentistas,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Médicos y dentistas,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Médicos y dentistas,Debito,Stripe,3.6,2.4,3.6,0.07,3.6
Médicos y dentistas,Debito,Clip,3.6,2.7,3.6,0.0,3.6
Otros,Credito,Autofin,2.06,1.53,3.36,0.41,1.8
Otros,Credito,Adyen,2.1,1.85,2.5,0.19,2.0
Otros,Credito,Banjército,2.14,1.65,4.0,0.49,1.8
Otros,Credito,EVO,2.16,1.76,3.03,0.19,2.13
Otros,Credito,Getnet,2.16,1.58,3.5,0.33,2.02
Otros,Credito,Banregio,2.2,1.53,2.75,0.48,2.75
Otros,Credito,Mifel,2.23,1.53,2.8,0.35,2.5
Otros,Credito,Multiva,2.24,1.55,3.36,0.45,2.2
Otros,Credito,BBVA Bancomer,2.25,1.53,2.38,0.16,2.25
Otros,Credito,Afirme,2.27,1.55,3.9,0.3,2.4
Otros,Credito,Banorte,2.27,1.53,2.98,0.33,2.58
Otros,Credito,Intercam Banco,2.44,1.58,3.0,0.45,3.0
Otros,Credito,Fiserv,2.46,1.78,3.0,0.29,2.65
Otros,Credito,Bzpay,2.46,1.88,3.35,0.3,2.5
Otros,Credito,Inbursa,2.5,1.53,2.79,0.31,2.79
Otros,Credito,Velpay,2.57,1.89,3.4,0.45,2.5
Otros,Credito,Bajío,2.61,1.53,4.0,0.47,2.9
Otros,Credito,Ebanx,2.7,2.05,3.43,0.39,2.88
Otros,Credito,Dlocal,2.71,2.0,3.4,0.59,2.0
Otros,Credito,Pago Fácil,2.85,2.4,3.5,0.52,2.4
Otros,Credito,Cyborgbeat,2.87,2.1,3.6,0.39,2.5
Otros,Credito,Azteca,2.88,1.6,3.08,0.21,2.99
Otros,Credito,EMS,3.0,1.55,3.95,0.62,3.95
Otros,Credito,OEL,3.11,2.99,3.5,0.21,3.0
Otros,Credito,Mercado Pago,3.22,1.69,3.69,0.31,2.99
Otros,Credito,Espiral,3.22,2.99,3.5,0.25,2.99
Otros,Credito,PayU Digicuenta,3.47,1.87,3.5,0.14,3.5
Otros,Credito,Pocket,3.48,1.79,3.5,0.15,3.5
Otros,Credito,Paypal,3.5,2.15,3.65,0.02,3.5
Otros,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Otros,Credito,Stripe,3.58,2.0,3.6,0.15,3.6
Otros,Credito,Clip,3.6,2.0,3.6,0.0,3.6
Otros,Debito,EVO,1.63,1.15,3.46,0.18,1.6
Otros,Debito,BBVA Bancomer,1.66,1.15,1.75,0.16,1.75
Otros,Debito,Getnet,1.76,1.15,3.5,0.42,1.58
Otros,Debito,Afirme,1.8,1.15,3.15,0.26,1.8
Otros,Debito,Banorte,1.86,1.15,2.65,0.36,2.0
Otros,Debito,Autofin,1.91,1.15,2.9,0.49,1.7
Otros,Debito,Inbursa,1.94,1.15,2.14,0.23,2.14
Otros,Debito,Banregio,2.0,1.15,2.99,0.55,2.55
Otros,Debito,Multiva,2.0,1.15,2.9,0.46,1.9
Otros,Debito,Intercam Banco,2.03,1.19,2.5,0.33,2.0
Otros,Debito,Mifel,2.04,1.15,2.5,0.41,2.5
Otros,Debito,Fiserv,2.04,1.2,3.0,0.5,1.2
Otros,Debito,Banjército,2.09,1.65,4.0,0.5,1.8
Otros,Debito,Adyen,2.2,1.85,2.52,0.22,2.25
Otros,Debito,Bzpay,2.31,1.5,2.95,0.38,2.7
Otros,Debito,Ebanx,2.37,1.72,2.88,0.35,2.1
Otros,Debito,Azteca,2.39,1.18,2.79,0.12,2.4
Otros,Debito,Dlocal,2.42,2.0,2.9,0.45,2.0
Otros,Debito,Velpay,2.45,1.49,3.4,0.57,2.5
Otros,Debito,Bajío,2.46,1.15,4.0,0.54,2.9
Otros,Debito,Cyborgbeat,2.83,1.9,3.6,0.39,2.5
Otros,Debito,Mercado Pago,2.84,1.2,3.69,0.79,3.49
Otros,Debito,Pago Fácil,2.85,2.4,3.5,0.52,2.4
Otros,Debito,EMS,2.99,1.55,3.95,0.63,3.95
Otros,Debito,OEL,3.11,2.99,3.5,0.21,3.0
Otros,Debito,Espiral,3.22,2.99,3.5,0.25,2.99
Otros,Debito,PayU Digicuenta,3.47,1.87,3.5,0.14,3.5
Otros,Debito,Pocket,3.47,1.19,3.5,0.2,3.5
Otros,Debito,Paypal,3.5,1.2,3.65,0.02,3.5
Otros,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Otros,Debito,Stripe,3.58,1.6,3.6,0.15,3.6
Otros,Debito,Clip,3.6,2.0,3.6,0.0,3.6
Peaje,Credito,Inbursa,1.51,1.5,2.45,0.09,1.5
Peaje,Credito,BBVA Bancomer,1.65,1.38,2.31,0.14,1.75
Peaje,Credito,EVO,1.8,1.8,1.8,0.0,1.8
Peaje,Credito,Fiserv,1.85,1.85,1.85,0.0,1.85
Peaje,Credito,Afirme,1.98,1.3,2.0,0.12,2.0
Peaje,Credito,Banorte,2.02,1.35,2.8,0.47,1.8
Peaje,Credito,Getnet,2.02,1.76,2.4,0.14,1.98
Peaje,Credito,Banregio,2.6,1.62,2.8,0.48,2.8
Peaje,Credito,Bzpay,3.3,3.3,3.3,0.0,3.3
Peaje,Credito,PayU Digicuenta,3.5,3.5,3.5,0.0,3.5
Peaje,Credito,Pocket,3.5,3.5,3.5,0.0,3.5
Peaje,Debito,Inbursa,1.25,1.25,1.75,0.04,1.25
Peaje,Debito,BBVA Bancomer,1.3,1.2,1.6,0.1,1.25
Peaje,Debito,Afirme,1.51,1.5,1.7,0.03,1.5
Peaje,Debito,EVO,1.52,1.5,1.55,0.02,1.5
Peaje,Debito,Getnet,1.71,1.2,2.35,0.31,1.98
Peaje,Debito,Banorte,1.72,1.4,2.62,0.39,1.4
Peaje,Debito,Fiserv,1.85,1.85,1.85,0.0,1.85
Peaje,Debito,Banregio,2.19,1.62,2.3,0.28,2.3
Peaje,Debito,Bzpay,2.8,2.8,2.8,0.0,2.8
Peaje,Debito,PayU Digicuenta,3.5,3.5,3.5,0.0,3.5
Peaje,Debito,Pocket,3.5,3.5,3.5,0.0,3.5
Refacciones y ferreterías,Credito,Banregio,0.88,0.0,2.3,0.8,2.3
Refacciones y ferreterías,Credito,Banorte,0.93,0.0,2.06,0.46,0.75
Refacciones y ferreterías,Credito,Multiva,0.99,0.7,1.5,0.14,0.98
Refacciones y ferreterías,Credito,Afirme,1.15,0.49,1.75,0.47,1.7
Refacciones y ferreterías,Credito,Mifel,1.18,0.0,2.8,0.74,1.1
Refacciones y ferreterías,Credito,Bajío,1.74,0.0,2.45,0.55,2.2
Refacciones y ferreterías,Credito,Autofin,1.96,1.8,2.1,0.11,2.0
Refacciones y ferreterías,Credito,Velpay,2.03,2.0,2.05,0.03,2.05
Refacciones y ferreterías,Credito,Adyen,2.11,2.11,2.11,0.0,2.11
Refacciones y ferreterías,Credito,BBVA Bancomer,2.12,0.0,2.28,0.34,2.25
Refacciones y ferreterías,Credito,EVO,2.13,1.76,3.03,0.28,2.08
Refacciones y ferreterías,Credito,Getnet,2.22,1.15,3.5,0.45,2.5
Refacciones y ferreterías,Credito,Fiserv,2.24,1.78,3.0,0.4,1.8
Refacciones y ferreterías,Credito,Inbursa,2.38,0.0,2.5,0.23,2.5
Refacciones y ferreterías,Credito,Azteca,2.45,0.0,2.5,0.36,2.5
Refacciones y ferreterías,Credito,Bansí,2.5,2.5,2.5,0.0,2.5
Refacciones y ferreterías,Credito,Banjército,2.51,1.71,2.9,0.33,2.8
Refacciones y ferreterías,Credito,Bzpay,2.55,1.9,3.3,0.68,1.9
Refacciones y ferreterías,Credito,Cyborgbeat,2.9,2.9,2.9,0.0,2.9
Refacciones y ferreterías,Credito,EMS,2.9,1.9,3.95,0.67,2.45
Refacciones y ferreterías,Credito,Mercado Pago,3.22,1.69,3.5,0.3,2.99
Refacciones y ferreterías,Credito,Espiral,3.27,2.99,3.5,0.26,3.5
Refacciones y ferreterías,Credito,Paypal,3.37,3.0,3.65,0.3,3.65
Refacciones y ferreterías,Credito,Pocket,3.44,1.79,3.5,0.26,3.5
Refacciones y ferreterías,Credito,PayU Digicuenta,3.45,2.6,3.5,0.18,3.5
Refacciones y ferreterías,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Refacciones y ferreterías,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Refacciones y ferreterías,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Refacciones y ferreterías,Credito,Clip,3.6,2.4,3.6,0.03,3.6
Refacciones y ferreterías,Debito,Banregio,0.72,0.0,1.7,0.53,1.7
Refacciones y ferreterías,Debito,Mifel,1.13,0.0,2.5,0.69,1.1
Refacciones y ferreterías,Debito,Velpay,1.46,1.43,1.5,0.04,1.43
Refacciones y ferreterías,Debito,Bzpay,1.47,1.15,2.29,0.38,1.19
Refacciones y ferreterías,Debito,EVO,1.49,1.15,2.65,0.17,1.4
Refacciones y ferreterías,Debito,Getnet,1.74,1.15,3.5,0.51,1.5
Refacciones y ferreterías,Debito,Inbursa,1.81,0.0,1.9,0.18,1.9
Refacciones y ferreterías,Debito,Fiserv,1.93,1.15,3.0,0.44,2.1
Refacciones y ferreterías,Debito,Azteca,2.42,0.0,2.5,0.36,2.5
Refacciones y ferreterías,Debito,Adyen,2.45,2.3,2.54,0.13,2.5
Refacciones y ferreterías,Debito,Bansí,2.5,2.5,2.5,0.0,2.5
Refacciones y ferreterías,Debito,EMS,2.58,1.2,3.95,0.95,2.45
Refacciones y ferreterías,Debito,Mercado Pago,2.77,1.25,3.5,0.83,1.69
Refacciones y ferreterías,Debito,Cyborgbeat,2.9,2.9,2.9,0.0,2.9
Refacciones y ferreterías,Debito,Espiral,3.27,2.99,3.5,0.26,3.5
Refacciones y ferreterías,Debito,Paypal,3.37,3.0,3.65,0.3,3.65
Refacciones y ferreterías,Debito,Pocket,3.4,1.18,3.5,0.38,3.5
Refacciones y ferreterías,Debito,PayU Digicuenta,3.45,2.7,3.5,0.16,3.5
Refacciones y ferreterías,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Refacciones y ferreterías,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Refacciones y ferreterías,Debito,Stripe,3.6,3.6,3.6,0.0,3.6
Refacciones y ferreterías,Debito,Clip,3.6,2.4,3.6,0.03,3.6
Renta de autos,Credito,Bansí,1.71,1.71,1.71,0.0,1.71
Renta de autos,Credito,Multiva,1.83,1.65,2.3,0.22,1.65
Renta de autos,Credito,EVO,2.01,1.85,2.45,0.12,1.96
Renta de autos,Credito,Getnet,2.02,1.63,3.5,0.25,1.8
Renta de autos,Credito,Adyen,2.06,2.06,2.06,0.0,2.06
Renta de autos,Credito,Mifel,2.07,1.72,2.8,0.31,1.9
Renta de autos,Credito,Bzpay,2.1,2.1,2.1,0.0,2.1
Renta de autos,Credito,BBVA Bancomer,2.12,1.58,2.4,0.27,2.4
Renta de autos,Credito,Banorte,2.16,1.6,2.71,0.29,1.9
Renta de autos,Credito,Afirme,2.18,1.7,2.8,0.32,2.3
Renta de autos,Credito,Banregio,2.26,1.58,3.0,0.58,3.0
Renta de autos,Credito,Inbursa,2.3,1.7,2.4,0.14,2.4
Renta de autos,Credito,Bajío,2.37,1.58,3.4,0.43,2.9
Renta de autos,Credito,Autofin,2.42,2.35,2.5,0.11,2.35
Renta de autos,Credito,Intercam Banco,2.47,1.9,3.0,0.4,2.5
Renta de autos,Credito,Fiserv,2.48,1.8,3.0,0.27,2.68
Renta de autos,Credito,Azteca,2.5,2.5,2.5,0.0,2.5
Renta de autos,Credito,Cyborgbeat,2.8,2.8,2.8,0.0,2.8
Renta de autos,Credito,EMS,3.0,3.0,3.0,0.0,3.0
Renta de autos,Credito,Espiral,3.31,2.99,3.5,0.26,3.5
Renta de autos,Credito,PayU Digicuenta,3.5,3.5,3.5,0.0,3.5
Renta de autos,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Renta de autos,Credito,Pocket,3.5,3.2,3.5,0.02,3.5
Renta de autos,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Renta de autos,Credito,Clip,3.6,2.6,3.6,0.03,3.6
Renta de autos,Debito,Multiva,1.43,1.25,1.69,0.17,1.25
Renta de autos,Debito,EVO,1.43,1.16,2.0,0.18,1.35
Renta de autos,Debito,Getnet,1.61,1.15,3.5,0.22,1.63
Renta de autos,Debito,BBVA Bancomer,1.62,1.1,1.7,0.12,1.7
Renta de autos,Debito,Inbursa,1.63,1.24,1.7,0.1,1.7
Renta de autos,Debito,Banorte,1.67,1.15,2.3,0.27,1.95
Renta de autos,Debito,Bansí,1.71,1.71,1.71,0.0,1.71
Renta de autos,Debito,Bzpay,1.85,1.85,1.85,0.0,1.85
Renta de autos,Debito,Mifel,1.93,1.2,2.5,0.38,1.72
Renta de autos,Debito,Afirme,1.93,1.5,2.8,0.36,1.7
Renta de autos,Debito,Banregio,1.96,1.1,3.0,0.53,2.5
Renta de autos,Debito,Fiserv,2.09,1.3,3.0,0.33,2.26
Renta de autos,Debito,Autofin,2.1,2.1,2.1,0.0,2.1
Renta de autos,Debito,Intercam Banco,2.19,1.7,2.5,0.29,2.5
Renta de autos,Debito,Bajío,2.22,1.2,3.4,0.52,2.4
Renta de autos,Debito,Azteca,2.45,2.4,2.5,0.05,2.4
Renta de autos,Debito,Cyborgbeat,2.8,2.8,2.8,0.0,2.8
Renta de autos,Debito,EMS,3.0,3.0,3.0,0.0,3.0
Renta de autos,Debito,Espiral,3.31,2.99,3.5,0.26,3.5
Renta de autos,Debito,PayU Digicuenta,3.5,3.5,3.5,0.0,3.5
Renta de autos,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Renta de autos,Debito,Pocket,3.5,3.2,3.5,0.02,3.5
Renta de autos,Debito,Stripe,3.6,3.6,3.6,0.0,3.6
Renta de autos,Debito,Clip,3.6,2.6,3.6,0.03,3.6
Restaurantes,Credito,Adyen,2.16,1.95,2.45,0.22,2.35
Restaurantes,Credito,Mifel,2.17,1.76,2.8,0.29,2.5
Restaurantes,Credito,Multiva,2.18,1.76,2.97,0.37,1.9
Restaurantes,Credito,Afirme,2.2,1.79,2.9,0.23,2.4
Restaurantes,Credito,Getnet,2.21,1.76,3.5,0.32,2.0
Restaurantes,Credito,Smart Payment,2.24,1.8,2.65,0.17,2.2
Restaurantes,Credito,EVO,2.27,1.76,3.03,0.2,2.3
Restaurantes,Credito,BBVA Bancomer,2.32,1.76,2.55,0.17,2.25
Restaurantes,Credito,Intercam Banco,2.33,1.78,2.7,0.28,2.2
Restaurantes,Credito,Banorte,2.34,1.76,3.21,0.36,1.99
Restaurantes,Credito,Bansí,2.38,1.8,2.5,0.24,2.5
Restaurantes,Credito,Banjército,2.45,1.8,5.39,0.79,1.8
Restaurantes,Credito,Azteca,2.48,1.9,2.6,0.11,2.5
Restaurantes,Credito,Banregio,2.49,1.76,3.2,0.58,3.2
Restaurantes,Credito,Cyborgbeat,2.5,2.5,2.5,0.0,2.5
Restaurantes,Credito,Velpay,2.51,2.2,3.2,0.29,2.55
Restaurantes,Credito,Inbursa,2.55,1.76,3.0,0.34,3.0
Restaurantes,Credito,Bajío,2.57,1.76,4.0,0.43,2.9
Restaurantes,Credito,Fiserv,2.57,1.78,3.0,0.23,2.64
Restaurantes,Credito,Bzpay,2.58,1.9,3.3,0.33,2.5
Restaurantes,Credito,Autofin,2.59,1.76,3.31,0.31,2.6
Restaurantes,Credito,OEL,2.92,2.05,3.6,0.43,2.8
Restaurantes,Credito,EMS,3.13,1.9,3.95,0.7,3.95
Restaurantes,Credito,Mercado Pago,3.23,1.79,3.5,0.27,2.99
Restaurantes,Credito,Espiral,3.27,2.99,3.5,0.25,3.5
Restaurantes,Credito,Pocket,3.41,1.79,3.5,0.33,3.5
Restaurantes,Credito,Paypal,3.5,2.32,3.5,0.0,3.5
Restaurantes,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Restaurantes,Credito,PayU Digicuenta,3.5,3.0,3.5,0.03,3.5
Restaurantes,Credito,Stripe,3.6,2.2,3.6,0.04,3.6
Restaurantes,Credito,Clip,3.6,2.4,3.6,0.01,3.6
Restaurantes,Debito,EVO,1.55,1.15,3.46,0.15,1.5
Restaurantes,Debito,BBVA Bancomer,1.65,1.15,1.75,0.16,1.75
Restaurantes,Debito,Afirme,1.68,1.2,2.5,0.29,1.8
Restaurantes,Debito,Inbursa,1.75,1.19,2.0,0.22,2.0
Restaurantes,Debito,Multiva,1.78,1.15,2.5,0.32,1.5
Restaurantes,Debito,Getnet,1.78,1.15,3.5,0.37,1.65
Restaurantes,Debito,Banorte,1.8,1.15,2.65,0.33,1.99
Restaurantes,Debito,Smart Payment,1.83,1.45,2.65,0.34,1.7
Restaurantes,Debito,Mifel,1.85,1.15,2.5,0.46,2.5
Restaurantes,Debito,Intercam Banco,1.94,1.19,2.2,0.28,2.2
Restaurantes,Debito,Banregio,2.02,1.15,3.2,0.59,2.55
Restaurantes,Debito,Adyen,2.12,1.75,2.45,0.34,1.75
Restaurantes,Debito,Fiserv,2.17,1.25,3.0,0.28,2.14
Restaurantes,Debito,Autofin,2.25,1.15,2.8,0.4,1.8
Restaurantes,Debito,Bansí,2.3,1.25,2.5,0.45,2.5
Restaurantes,Debito,Bajío,2.32,1.15,4.0,0.55,2.7
Restaurantes,Debito,Banjército,2.35,1.5,5.39,0.79,1.8
Restaurantes,Debito,Bzpay,2.36,1.45,3.1,0.43,2.5
Restaurantes,Debito,Velpay,2.36,2.1,3.2,0.27,2.45
Restaurantes,Debito,Azteca,2.43,1.6,2.5,0.12,2.5
Restaurantes,Debito,Cyborgbeat,2.5,2.5,2.5,0.0,2.5
Restaurantes,Debito,Mercado Pago,2.76,1.25,3.5,0.83,1.69
Restaurantes,Debito,OEL,2.86,1.45,3.6,0.53,2.8
Restaurantes,Debito,EMS,2.91,1.6,3.95,0.86,3.95
Restaurantes,Debito,Espiral,3.27,2.99,3.5,0.25,3.5
Restaurantes,Debito,Pocket,3.38,1.22,3.5,0.41,3.5
Restaurantes,Debito,Paypal,3.5,2.32,3.5,0.0,3.5
Restaurantes,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Restaurantes,Debito,PayU Digicuenta,3.5,3.0,3.5,0.04,3.5
Restaurantes,Debito,Stripe,3.6,2.2,3.6,0.04,3.6
Restaurantes,Debito,Clip,3.6,2.4,3.6,0.01,3.6
Salones de belleza,Credito,Banregio,0.87,0.02,2.3,0.83,0.13
Salones de belleza,Credito,Multiva,1.23,0.7,1.85,0.34,0.98
Salones de belleza,Credito,Banorte,1.27,0.11,2.25,0.64,0.75
Salones de belleza,Credito,Afirme,1.38,0.0,1.8,0.43,1.7
Salones de belleza,Credito,Mifel,1.44,0.0,2.8,0.68,1.0
Salones de belleza,Credito,Banjército,1.97,1.8,2.3,0.29,1.8
Salones de belleza,Credito,Velpay,2.0,2.0,2.0,0.0,2.0
Salones de belleza,Credito,EVO,2.14,1.8,3.0,0.32,2.08
Salones de belleza,Credito,Bajío,2.16,0.0,2.6,0.5,2.6
Salones de belleza,Credito,BBVA Bancomer,2.21,0.0,2.28,0.16,2.25
Salones de belleza,Credito,Adyen,2.26,2.26,2.26,0.0,2.26
Salones de belleza,Credito,Bzpay,2.33,1.8,3.1,0.59,1.85
Salones de belleza,Credito,Getnet,2.35,1.77,3.5,0.49,2.02
Salones de belleza,Credito,Inbursa,2.36,0.0,2.5,0.28,2.5
Salones de belleza,Credito,Azteca,2.41,0.0,2.8,0.66,2.5
Salones de belleza,Credito,Fiserv,2.49,1.8,3.0,0.28,2.69
Salones de belleza,Credito,Bansí,2.5,2.5,2.5,0.0,2.5
Salones de belleza,Credito,Mercado Pago,3.22,1.69,3.5,0.3,2.99
Salones de belleza,Credito,Espiral,3.24,2.99,3.5,0.28,3.5
Salones de belleza,Credito,PayU Digicuenta,3.48,2.1,3.5,0.16,3.5
Salones de belleza,Credito,Pocket,3.48,1.8,3.5,0.14,3.5
Salones de belleza,Credito,Paypal,3.5,3.42,3.5,0.0,3.5
Salones de belleza,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Credito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Salones de belleza,Credito,Clip,3.6,3.0,3.6,0.0,3.6
Salones de belleza,Credito,EMS,3.69,2.9,3.95,0.53,3.95
Salones de belleza,Debito,Banregio,0.81,0.03,1.9,0.6,0.44
Salones de belleza,Debito,EVO,1.5,1.15,2.59,0.18,1.4
Salones de belleza,Debito,Inbursa,1.82,0.0,1.9,0.16,1.9
Salones de belleza,Debito,Mifel,1.86,0.0,2.5,0.45,1.9
Salones de belleza,Debito,Fiserv,1.93,1.19,3.0,0.37,1.85
Salones de belleza,Debito,Getnet,1.98,1.15,3.5,0.59,1.5
Salones de belleza,Debito,Velpay,2.0,2.0,2.0,0.0,2.0
Salones de belleza,Debito,Bzpay,2.14,1.2,3.0,0.64,1.85
Salones de belleza,Debito,Azteca,2.24,0.0,2.5,0.69,2.5
Salones de belleza,Debito,Adyen,2.35,2.35,2.35,0.0,2.35
Salones de belleza,Debito,Bansí,2.5,2.5,2.5,0.0,2.5
Salones de belleza,Debito,Mercado Pago,2.8,1.25,3.5,0.81,1.69
Salones de belleza,Debito,Espiral,3.24,2.99,3.5,0.28,3.5
Salones de belleza,Debito,EMS,3.44,1.95,3.95,0.84,3.95
Salones de belleza,Debito,Pocket,3.47,1.24,3.5,0.22,3.5
Salones de belleza,Debito,PayU Digicuenta,3.48,2.1,3.5,0.12,3.5
Salones de belleza,Debito,Paypal,3.5,3.42,3.5,0.0,3.5
Salones de belleza,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Debito,Sr. Pago,3.5,3.5,3.5,0.0,3.5
Salones de belleza,Debito,Stripe,3.59,1.2,3.6,0.17,3.6
Salones de belleza,Debito,Clip,3.6,3.0,3.6,0.0,3.6
Supermercados,Credito,Afirme,1.84,1.65,3.0,0.21,1.93
Supermercados,Credito,Adyen,1.98,1.85,2.12,0.19,2.12
Supermercados,Credito,Banorte,2.05,1.53,2.97,0.28,2.1
Supermercados,Credito,Multiva,2.08,1.65,2.75,0.42,2.6
Supermercados,Credito,Banjército,2.09,1.71,3.5,0.43,1.8
Supermercados,Credito,Banregio,2.09,1.53,2.96,0.52,2.96
Supermercados,Credito,Mifel,2.11,1.88,2.5,0.24,1.88
Supermercados,Credito,BBVA Bancomer,2.14,1.55,2.4,0.24,2.25
Supermercados,Credito,Azteca,2.21,1.73,2.95,0.22,2.05
Supermercados,Credito,EVO,2.24,1.79,2.93,0.22,2.37
Supermercados,Credito,Fiserv,2.31,1.79,2.95,0.45,1.79
Supermercados,Credito,Bajío,2.33,1.55,3.4,0.39,2.6
Supermercados,Credito,Getnet,2.34,1.59,3.5,0.25,2.5
Supermercados,Credito,Bzpay,2.41,2.1,3.03,0.54,2.1
Supermercados,Credito,Inbursa,2.45,1.8,2.47,0.09,2.47
Supermercados,Credito,EMS,2.74,1.99,3.0,0.42,2.9
Supermercados,Credito,Velpay,3.0,3.0,3.0,0.0,3.0
Supermercados,Credito,Mercado Pago,3.23,1.69,3.5,0.27,2.99
Supermercados,Credito,Paypal,3.26,2.78,3.65,0.34,3.42
Supermercados,Credito,Espiral,3.37,2.99,3.5,0.25,3.5
Supermercados,Credito,PayU Digicuenta,3.38,1.99,3.5,0.32,3.5
Supermercados,Credito,Pocket,3.44,2.0,3.5,0.28,3.5
Supermercados,Credito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Supermercados,Credito,Stripe,3.6,3.6,3.6,0.0,3.6
Supermercados,Credito,Clip,3.6,2.4,3.6,0.01,3.6
Supermercados,Debito,BBVA Bancomer,1.45,1.1,1.7,0.21,1.7
Supermercados,Debito,Afirme,1.51,1.2,2.9,0.23,1.55
Supermercados,Debito,Banorte,1.55,1.1,2.5,0.33,1.35
Supermercados,Debito,EVO,1.57,1.16,3.46,0.32,1.6
Supermercados,Debito,Mifel,1.62,1.2,2.5,0.4,1.5
Supermercados,Debito,Banregio,1.75,1.15,2.96,0.58,2.5
Supermercados,Debito,Getnet,1.78,1.15,3.5,0.46,2.28
Supermercados,Debito,Inbursa,1.79,1.18,1.8,0.06,1.8
Supermercados,Debito,Multiva,1.85,1.2,2.4,0.41,2.4
Supermercados,Debito,Azteca,1.95,1.15,2.5,0.16,1.95
Supermercados,Debito,Fiserv,1.95,1.29,2.95,0.53,1.35
Supermercados,Debito,Bajío,2.08,1.1,3.4,0.49,2.4
Supermercados,Debito,Adyen,2.08,1.75,2.27,0.29,2.23
Supermercados,Debito,Banjército,2.09,1.5,3.5,0.48,1.8
Supermercados,Debito,Bzpay,2.25,1.66,2.6,0.4,2.45
Supermercados,Debito,EMS,2.43,1.35,3.0,0.66,2.9
Supermercados,Debito,Mercado Pago,2.79,1.25,3.5,0.81,1.69
Supermercados,Debito,Velpay,3.0,3.0,3.0,0.0,3.0
Supermercados,Debito,Paypal,3.05,1.74,3.65,0.66,3.42
Supermercados,Debito,Espiral,3.37,2.99,3.5,0.25,3.5
Supermercados,Debito,Pocket,3.42,1.27,3.5,0.34,3.5
Supermercados,Debito,PayU Digicuenta,3.44,1.99,3.5,0.22,3.5
Supermercados,Debito,Pago Fácil,3.5,3.5,3.5,0.0,3.5
Supermercados,Debito,Stripe,3.6,3.6,3.6,0.0,3.6
Supermercados,Debito,Clip,3.6,2.4,3.6,0.01,3.6
Telecomunicaciones,Credito,Inbursa,1.7,1.62,2.45,0.05,1.7
Telecomunicaciones,Credito,Azteca,1.78,1.47,2.5,0.17,1.73
Telecomunicaciones,Credito,BBVA Bancomer,1.85,1.45,2.26,0.24,1.7
Telecomunicaciones,Credito,Bzpay,1.85,1.85,1.85,0.0,1.85
Telecomunicaciones,Credito,Banorte,1.86,1.6,2.56,0.22,1.8
Telecomunicaciones,Credito,EVO,1.9,1.77,2.45,0.11,1.9
